,channel_name,subscribers,views,videos,published_date,channel_title,channel_id
2032,Your Data Analyst,7,129,5,2014-03-03T05:42:27Z,Your Data Analyst,UCQP2OqBfE0Y4VJ4BYVPjaeg
2034,Gamer Data Analyst,0,37,2,2022-01-19T13:09:18.601904Z,Gamer Data Analyst,UCkEqZ1klP0n0WzYoVNaXMgw
2036,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
2037,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
2038,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
2039,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
2040,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
2041,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
2042,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
2043,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
2044,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
2045,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
2046,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
2047,Data Analyst,10,0,0,2020-10-28T03:23:47.33079Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
2060,AI Pin,496,91717,194,2020-04-22T22:48:25.80818Z,AI Pin,UCSDkYs85XFShKMAkMLkmZOA
2062,IndoBangla with Sagar,93,17705,65,2022-03-09T04:01:26.284822Z,IndoBangla with Sagar,UCeU_r4tAQobNKUOT1luIZ6w
2064,The Analyst,6950,157835,147,2009-10-12T12:58:18Z,The Analyst,UC-H-Ct5v4vVOPXOUa2ljIcQ
2066,Ahmad Faiz,0,0,0,2011-12-11T13:43:08Z,Ahmad Faiz,UCOCwL98FSNqFWKY3HorW1AA
2068,Bijay Chodhoury,10,137,5,2016-10-28T13:30:58Z,Bijay Chodhoury,UCpwkHfhyIIJdeM_d4aCVo_A
2070,mmpมาร์ค,1,39,1,2021-11-17T11:03:18.548634Z,mmpมาร์ค,UCagarwPfCdtmgw1zU5l1nsA
2072,EntryLevel,2350,5174,32,2021-02-28T23:16:02.056536Z,EntryLevel,UCjMp4qS0E1J3xnZ2YYwMbsw
2074,Zebra Learn,224,16339,24,2022-07-07T06:34:38.265238Z,Zebra Learn,UCrn0j5PbAEhYN96wFDHncoQ
2076,asif attar,0,0,0,2016-04-01T12:13:22Z,asif attar,UClx89VfyUyCKXAGrFH648SQ
2078,Khalil H,0,0,0,2013-11-09T21:13:58Z,Khalil H,UChbbftdc-mKAKljGrTk0z-g
2080,"Mackenzie Thompson (Founder, Grad Jobs)",83,5628,38,2021-03-25T10:43:15.383028Z,"Mackenzie Thompson (Founder, Grad Jobs)",UCS9slgi4VwX5fKycmssxxyA
2082,10000 codeurs,3390,109017,949,2018-03-13T21:06:58Z,10000 codeurs,UCvhNHEgygARjQXcHdyyVN7g
2084,SkillAcademy,4620,8815445,161,2022-05-10T06:32:22.381541Z,SkillAcademy,UCCl17FjS9WpYabdpzYEFg1w
2086,Jobs & Career,5340,722808,127,2017-02-28T10:27:44Z,Jobs & Career,UCI9X_VQc7M7oHSiwQvUXqvw
2088,Miria Reu,13,136,6,2006-08-07T12:51:19Z,Miria Reu,UCzam2Gphq2OBRjncmlLd8mA
2090,Kamal's gaming room,38,426,18,2014-12-03T07:39:37Z,Kamal's gaming room,UC3Rs-z4R9F2hyKOI6U4MCeg
2092,Daniel Duedu,5,34,1,2008-07-24T23:14:29Z,Daniel Duedu,UCmTmIVpto_7wwToLL8q_LYA
2094,Corporate Beast,1,218,1,2022-08-24T20:23:42.579476Z,Corporate Beast,UC7wVvaIiJNIFPoLzVIn2bTg
2096,Impossible Nothingness,149,106400,29,2006-12-03T14:45:11Z,Impossible Nothingness,UCzKgqZ4Z8k_EvwqOPdoCdkA
2098,Arylle Young,812,14515,180,2011-10-19T01:54:09Z,Arylle Young,UCfBWYc1RVEdLZWx13E2szZg
2100,Puneeth Rajashekar,0,0,0,2019-03-13T19:30:20Z,Puneeth Rajashekar,UCjGcgU0gN6jiBgDqa_4uCrA
2102,미국주식의 모든것 - 미주모,49900,3721011,440,2020-07-01T04:17:42.458801Z,미국주식의 모든것 - 미주모,UCr5oaHbo3FhagiG9lrDD5uw
2104,Dziyana Zavadskaya,58,32880,12,2013-04-04T08:07:30Z,Dziyana Zavadskaya,UCZTTlMmRF-W5vjmZSyNGX2A
2106,Java Analyst,1,6,1,2022-08-24T14:22:23.929384Z,Java Analyst,UCUVjFqARNoi1i_jKfLCLtrA
2108,Microsoft Power BI UK,787,20083,56,2021-03-19T16:24:16.830528Z,Microsoft Power BI UK,UCtQLSh4rpuT4fOaXKL4HvtQ
2110,vijay jeeragi,21,401,8,2019-12-14T20:28:47.69686Z,vijay jeeragi,UCjjPnUVHL1DzPrVekTnMhcg
2112,Universidad Cenfotec,1150,126170,375,2009-04-07T04:31:47Z,Universidad Cenfotec,UCPaaSowtD5VA1ZVpu09p94A
2114,Japanese小池,8260,3197683,1045,2015-04-27T04:19:06Z,Japanese小池,UCkUPiYxhHMu5xUh0tTxRtxA
2116,Emmanuel Yumbu,0,0,0,2014-09-11T01:08:33Z,Emmanuel Yumbu,UCyC-xLKa4ES_PDKpajPADvw
2118,AnkerElite,3,4579,71,2022-04-10T19:40:23.406516Z,AnkerElite,UCnEzITlIJi65BND76Pp6jFg
2120,Ashutosh,0,0,0,2017-11-05T06:51:52Z,Ashutosh,UCqYSXCAMmiAU6RptfGTuI-Q
2122,Rahul Pasi,0,0,0,2010-11-16T07:00:28Z,Rahul Pasi,UCLQYqe2s2YEO7L1UVfZwb7A
2124,CHARTSSPEAK,366,33251,364,2021-06-05T02:38:27.121677Z,CHARTSSPEAK,UCaNFvziodzyZBz73gnpowng
2126,Alex,2,0,0,2014-02-22T07:14:47Z,Alex,UCAlhKFp_bgRyzyHrvjH_Y4Q
2128,Gizmo-GX,133,11272,547,2018-04-17T00:12:11Z,Gizmo-GX,UC8QNxb8rm8Y4bn3E0YMTbEg
2130,GradAustralia,139,14144,126,2022-03-21T07:28:38.685123Z,GradAustralia,UCnyZMHhsJaPeYzdzSifYmkg
2132,Amit Kukreja,14100,2241494,679,2021-02-08T18:52:55.204007Z,Amit Kukreja,UCjZnbgPb08NFg7MHyPQRZ3Q
2134,C0TT0NC4NDYTA,53100,3158875,351,2018-09-30T16:12:20Z,C0TT0NC4NDYTA,UChULbX89jjbCEDhGn56_yuw
2136,Yahoo Finance,860000,279291695,29164,2018-06-29T15:29:27Z,Yahoo Finance,UCEAZeUIeJs0IjQiqTCdVSIg
2138,Piktochart 👉 All-in-one visual communication tool,7950,1552992,164,2011-10-07T02:50:00Z,Piktochart 👉 All-in-one visual communication tool,UC0miFingOVhM_gPGPb-rEkA
2140,Mateiu Catalin,2,0,0,2011-10-11T12:11:10Z,Mateiu Catalin,UC-9-YlOo8aB_M5oITpYFrhQ
2142,Jatin Wadhwani,1,0,0,2017-02-08T17:18:35Z,Jatin Wadhwani,UC0GwHtQPA3QBxVeL9j8VO0Q
2144,Austin Ibeh,1,0,0,2011-10-07T23:45:57Z,Austin Ibeh,UCIkbMwEAF-c0qr4WvN3Ir4w
2146,Minty Analyst (with Dobri),2480,285850,263,2006-08-28T11:03:35Z,Minty Analyst (with Dobri),UCrdjXR70BwWIX--ZtQB42XQ
2148,Mr Seeker,13900,1188606,219,2020-02-09T18:52:09.532884Z,Mr Seeker,UCBYk3m9aKRKZokaJBzFM9YA
2150,priya kannabiran,0,0,0,2013-08-08T09:11:30Z,priya kannabiran,UC62wwwGN1cyJYJSpGuQxErA
2152,BusinessLIVE,34000,10671137,1411,2013-06-12T14:56:56Z,BusinessLIVE,UCrS1z1uOvw0pXlFvTyU2kwA
2154,Dale Jeffrey,0,0,0,2020-08-12T02:33:31.613173Z,Dale Jeffrey,UCLYFbbqHS4twLsp4mGZbglA
2156,Sarama Mondol,1,2,1,2020-10-23T11:21:50.625957Z,Sarama Mondol,UC7hCAh2j7NrP_dmWQKqoKfQ
2158,DoIT&C Government of Rajasthan,11200,693187,121,2018-06-30T10:29:39Z,DoIT&C Government of Rajasthan,UCh2yHdFTh28RHGzB3zCbsFQ
2160,Naman Vij,1,0,0,2011-07-01T07:30:04Z,Naman Vij,UCKBGP5OQgWFZkIHjdRwNuGg
2162,Digital House,6070,1107000,208,2015-12-14T15:51:53Z,Digital House,UCKkPOtW8gQPgIUaxF4Og7PA
2164,Nifty Technicals by AK,121000,8059081,495,2020-07-04T14:18:52.406422Z,Nifty Technicals by AK,UCnciD_63Lr2T8iSvFyodsvQ
2166,Who-Bangin Sports Talk,1020,67192,740,2018-09-06T01:13:10Z,Who-Bangin Sports Talk,UC2SWXevu6oGS-188Fv-CWiA
2168,Moor Insights & Strategy,45500,13465379,948,2015-06-25T03:07:43Z,Moor Insights & Strategy,UC8fY_kIR5AqTmafpAzOjQ2g
2170,JOB UPDATES TAMIL,14,671,23,2022-07-19T07:31:47.587266Z,,
2172,Sanjay Sutaria,0,0,0,2020-01-17T17:58:03.555041Z,Sanjay Sutaria,UCbdeNaFj66nObXjHKlM32dw
2174,wondersoulz,10,0,0,2006-11-08T13:51:19Z,wondersoulz,UCB7J34HuIaHlmA92NKb7dzQ
2176,Subuhi Mirza,0,0,0,2021-06-19T08:11:20.763532Z,Subuhi Mirza,UCMzL7FbBOAhkr49eqNtP9Ng
2178,DogerThat,2,0,0,2015-01-30T19:56:46Z,DogerThat,UCMLo01f7xpDOtKN1CbGnrHw
2180,Drew Dunlevy,1,0,0,2012-12-14T04:07:54Z,Drew Dunlevy,UCU2jeQvNnSCu4ZQMOaF0o3A
2182,VirgoDragon05,19,746,44,2015-05-05T21:01:02Z,VirgoDragon05,UC5bU5C1ojROYE_AUA4h7xfg
2184,ramanna anajipuram,7,2788,5,2010-08-28T11:54:27Z,ramanna anajipuram,UC4iFyUvBfMOgrE9WBwDjBtg
2186,Options Grow,16,1036,17,2021-08-25T12:09:55.162208Z,Options Grow,UCL4VBBlixJIQ4OQ9nC9qJpg
2188,Laurence Berry,0,0,0,2012-04-05T22:27:05Z,Laurence Berry,UCrcgjF0LQYGV2fP-Sary4bg
2190,OUTKREATE,28,443,24,2017-06-01T11:28:41Z,OUTKREATE,UCFdRhvCO4mli_2_5ty4m5wQ
2192,giomonserate,3,1480,12,2010-10-15T16:23:49Z,giomonserate,UCv2zTPbUcVgtG2WHybjxAdQ
2194,Gene G Jr,115,14763,372,2020-09-29T03:34:57.915873Z,Gene G Jr,UCCrb21pV4FMOeXA0TsNDVRA
2196,James Campbell,1,0,0,2016-01-08T17:47:14Z,James Campbell,UCg-Iu0xYJElKMs4Y6t2JKuw
2198,Madhurika Chauhan,0,0,0,2017-01-12T17:14:50Z,Madhurika Chauhan,UCLUx9kVK0zgfiOYNYrOAbGw
2200,Jackson Cusick,21,0,0,2013-04-01T06:30:24Z,Jackson Cusick,UCIJvnSAdnSwVj4P99v2Gycg
2202,Saadman Sakib,1,0,0,2018-05-20T16:26:47Z,Saadman Sakib,UCY1xvtyEoCOVWX8cpo9ZyXA
2204,Shrikant Kale,5,0,0,2012-03-30T11:04:35Z,Shrikant Kale,UCz08kD4O5mOn2rz8BsNYutA
2206,Kiron,1,0,0,2015-06-08T11:47:00Z,Kiron,UC0RoZeB8zehcdTcf_tyJUUw
2208,Tony Games,0,0,0,2012-02-03T18:59:46Z,Tony Games,UC9SDde41KHNC-VGw0qJ57mQ
2210,Sheldon,0,0,0,2012-09-20T16:36:58Z,Sheldon,UCtE0e8G-9zjwrQrug3Mra_A
2212,DɾJØҽ༒Pɨυֆ༒Mᗩɳᗩƙɨʅ,3740,52669,7,2014-02-17T20:28:41Z,DɾJØҽ༒Pɨυֆ༒Mᗩɳᗩƙɨʅ,UCsPQUCWRjWWGFvdyhjNLJ2A
2214,Joshua Pavelko,0,0,0,2013-01-27T22:51:02Z,Joshua Pavelko,UCEcc1trh3yFCcXHA1YQOezw
2216,Getloose360,15,0,0,2007-09-29T17:00:59Z,Getloose360,UCRT5dsm8Sbzlmd4S8ueyZqg
